CPT_id	rootSource	name	obsolete	atomCount	concepts
78492	CPT	Myocardial imaging, positron emission tomography (PET), perfusion study (including ventricular wall motion[s] and/or ejection fraction[s], when performed); multiple studies at rest and stress (exercise or pharmacologic)	False	10	C5411608;C5411610;C5696458;C5411611;C5411613;C5411609;C5411612;C0519152
78494	CPT	Cardiac blood pool imaging, gated equilibrium, SPECT, at rest, wall motion study plus ejection fraction, with or without quantitative processing	False	6	C5696463;C0695046;C5411661;C5411660
78496	CPT	Cardiac blood pool imaging, gated equilibrium, single study, at rest, with right ventricular ejection fraction by first pass technique (List separately in addition to code for primary procedure)	False	5	C3865803;C5696464;C0695047
78499	CPT	Unlisted cardiovascular procedure, diagnostic nuclear medicine	False	5	C5411662;C0373434;C5696465
78579	CPT	Pulmonary ventilation imaging (eg, aerosol or gas)	False	7	C3248123;C3865801;C3865802;C3516138
78580	CPT	Pulmonary perfusion imaging (eg, particulate)	False	6	C0203685;C3865800;C3525539;C5696466
78582	CPT	Pulmonary ventilation (eg, aerosol or gas) and perfusion imaging	False	7	C3248124;C5696467;C3865798;C3865799
78597	CPT	Quantitative differential pulmonary perfusion, including imaging when performed	False	6	C3248125;C5696468;C3525540;C5411663
78598	CPT	Quantitative differential pulmonary perfusion and ventilation (eg, aerosol or gas), including imaging when performed	False	10	C5696469;C3865794;C3248126;C3865796;C3525541;C5411666;C5411664;C5411665
78599	CPT	Unlisted respiratory procedure, diagnostic nuclear medicine	False	5	C5696470;C5411667;C0373436
78600	CPT	Brain imaging, less than 4 static views	False	5	C0203861;C5696471
78601	CPT	Brain imaging, less than 4 static views; with vascular flow	False	5	C0203864;C5696472
78605	CPT	Brain imaging, minimum 4 static views	False	5	C5696473;C0203862
78606	CPT	Brain imaging, minimum 4 static views; with vascular flow	False	5	C0203865;C5411669;C5696474
78608	CPT	Brain imaging, positron emission tomography (PET); metabolic evaluation	False	5	C3516146;C5411670;C0373437
78610	CPT	Brain imaging, vascular flow only	False	5	C0203863;C5696472;C0373439
78630	CPT	Cerebrospinal fluid flow, imaging (not including introduction of material); cisternography	False	5	C5696476;C0412343;C0373441
78635	CPT	Cerebrospinal fluid flow, imaging (not including introduction of material); ventriculography	False	5	C0203870;C0373442;C5696477
78645	CPT	Cerebrospinal fluid flow, imaging (not including introduction of material); shunt evaluation	False	5	C0412344;C5696478;C0373443
78650	CPT	Cerebrospinal fluid leakage detection and localization	False	5	C3865791;C5696479;C0203874
78660	CPT	Radiopharmaceutical dacryocystography	False	5	C0412346;C5696480
78699	CPT	Unlisted nervous system procedure, diagnostic nuclear medicine	False	5	C0373445;C5696481;C5411672
78700	CPT	Kidney imaging morphology	False	5	C3865790;C3665455;C3516158
78701	CPT	Kidney imaging morphology; with vascular flow	False	5	C0203845;C3865789;C5696482
78707	CPT	Kidney imaging morphology; with vascular flow and function, single study without pharmacological intervention	False	5	C5696483;C0519153;C5411674
78708	CPT	Kidney imaging morphology; with vascular flow and function, single study, with pharmacological intervention (eg, angiotensin converting enzyme inhibitor and/or diuretic)	False	8	C5411678;C5696484;C0520383;C5411676;C5411677;C5411679
78709	CPT	Kidney imaging morphology; with vascular flow and function, multiple studies, with and without pharmacological intervention (eg, angiotensin converting enzyme inhibitor and/or diuretic)	False	8	C5696483;C5411680;C5411681;C5411682;C5411683;C0520384
78725	CPT	Kidney function study, non-imaging radioisotopic study	False	5	C0373448;C3516159;C5411684
78730	CPT	Urinary bladder residual study (List separately in addition to code for primary procedure)	False	5	C0203852;C3865780;C3516160
78740	CPT	Ureteral reflux study (radiopharmaceutical voiding cystogram)	False	5	C0203853;C5696485;C3525551
78761	CPT	Testicular imaging with vascular flow	False	5	C5696486;C0203855;C3865779
78799	CPT	Unlisted genitourinary procedure, diagnostic nuclear medicine	False	5	C5696487;C5411685;C0373449
78800	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, single area (eg, head, neck, chest, pelvis), single day imaging	False	44	C5696488;C5411696;C5411695;C5201768;C5201771;C5201776;C5201780;C5201782;C5201788;C5201765;C5201769;C5201767;C5201770;C5201778;C5201779;C5201785;C5201789;C5201766;C5201772;C5201784;C5201786;C5201787;C5201790;C5201762;C5201764
78801	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, 2 or more areas (eg, abdomen and pelvis, head and chest), 1 or more days imaging or single area imaging over 2 or more days	False	7	C3865776;C2094655;C5696489;C5201801
78802	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, single day imaging	False	12	C5411697;C5411698;C5696490;C5201806;C5201809;C5201810;C5201803;C5201807;C5201808;C5201805
78803	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), single area (eg, head, neck, chest, pelvis) or acquisition, single day imaging	False	50	C5702011;C5702012;C5702013;C5411699;C5411701;C5411703;C5411704;C5411705;C5411714;C5411719;C5411721;C5411724;C5411700;C5411702;C5411708;C5411716;C5411717;C5411718;C5411722;C5702014;C5702016;C5702015;C5702017;C5411706;C5411707
78804	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, requiring 2 or more days imaging	False	12	C1314095;C5696491;C5201854;C5201852;C5201856;C5201851;C5201855;C5411729;C5411730
78811	CPT	Positron emission tomography (PET) imaging; limited area (eg, chest, head/neck)	False	9	C1504146;C3516172;C5411810;C5411808;C5411809;C5411811;C5411812
78812	CPT	Positron emission tomography (PET) imaging; skull base to mid-thigh	False	5	C1504147;C5696498;C5411813
78813	CPT	Positron emission tomography (PET) imaging; whole body	False	5	C1504148;C5696490;C5411814
78814	CPT	Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; limited area (eg, chest, head/neck)	False	13	C5411815;C5411819;C5411820;C1504149;C5411816;C5411823;C5696499;C5411822;C5411821;C5411817;C5411818
78815	CPT	Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; skull base to mid-thigh	False	5	C1504150;C5411824;C5696500
78816	CPT	Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; whole body	False	6	C1504151;C5696501;C5411826;C5411825
78830	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, single area (eg, head, neck, chest, pelvis) or acquisition, single day imaging	False	47	C5702019;C5702020;C5411731;C5411732;C5411733;C5411735;C5411737;C5411738;C5411741;C5411746;C5411754;C5411744;C5411747;C5411748;C5411752;C5411753;C5411758;C5411759;C5201859;C5702021;C5702022;C5702018;C5411736;C5411740;C5411757
78831	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT), minimum 2 areas (eg, pelvis and knees, chest and abdomen) or separate acquisitions (eg, lung ventilation and perfusion), single day imaging, or single area or acquisition over 2 or more days	False	43	C5702023;C5702033;C5702035;C5702036;C5702038;C5702039;C5411769;C5411772;C5411774;C5411776;C5411777;C5411767;C5411768;C5411773;C5411775;C5411781;C5411782;C5411783;C5411785;C5702025;C5702027;C5201895;C5702024;C5702026;C5702028
78832	CPT	Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); tomographic (SPECT) with concurrently acquired computed tomography (CT) transmission scan for anatomical review, localization and determination/detection of pathology, minimum 2 areas (eg, pelvis and knees, chest and abdomen) or separate acquisitions (eg, lung ventilation and perfusion), single day imaging, or single area or acquisition over 2 or more days	False	32	C5702041;C5702045;C5702046;C5411788;C5411791;C5411798;C5411802;C5411804;C5411790;C5411797;C5411799;C5702042;C5702043;C5201927;C5702040;C5702044;C5411789;C5411794;C5411795;C5411792;C5411796;C5411793;C5411803;C5411805;C5411806
78835	CPT	Radiopharmaceutical quantification measurement(s) single area (List separately in addition to code for primary procedure)	False	6	C5696496;C5201958;C5201956
78999	CPT	Unlisted miscellaneous procedure, diagnostic nuclear medicine	False	5	C0373458;C5696502;C5411827
79005	CPT	Radiopharmaceutical therapy, by oral administration	False	5	C2169312;C5696503;C1504152
79101	CPT	Radiopharmaceutical therapy, by intravenous administration	False	5	C2169305;C1504153;C5696504
79200	CPT	Radiopharmaceutical therapy, by intracavitary administration	False	5	C0203614;C5696505;C3525561
79300	CPT	Radiopharmaceutical therapy, by interstitial radioactive colloid administration	False	5	C5696506;C0203615;C3525562
79403	CPT	Radiopharmaceutical therapy, radiolabeled monoclonal antibody by intravenous infusion	False	5	C5696507;C1314096
79440	CPT	Radiopharmaceutical therapy, by intra-articular administration	False	5	C2094671;C5696508;C0373463
79445	CPT	Radiopharmaceutical therapy, by intra-arterial particulate administration	False	5	C1504154;C3865755;C5696509
79999	CPT	Radiopharmaceutical therapy, unlisted procedure	False	5	C0203608;C5411829;C0373465
80061	CPT	Lipid panel This panel must include the following: Cholesterol, serum, total (82465) Lipoprotein, direct measurement, high density cholesterol (HDL cholesterol) (83718) Triglycerides (84478)	False	8	C5411876;C0200382;C5574763;C5411875;C5411874
81528	CPT	Oncology (colorectal) screening, quantitative real-time target and signal amplification of 10 DNA markers (KRAS mutations, promoter methylation of NDRG4 and BMP3) and fecal hemoglobin, utilizing stool, algorithm reported as a positive or negative result	False	5	C5413264;C4051849;C4051914
82270	CPT	Blood, occult, by peroxidase activity (eg, guaiac), qualitative; feces, consecutive collected specimens with single determination, for colorectal neoplasm screening (ie, patient was provided 3 cards or single triple card for consecutive collection)	False	5	C5413325;C0519828;C3516305
82465	CPT	Cholesterol, serum or whole blood, total	False	6	C0201950;C0373576;C1445957;C3525706
82947	CPT	Glucose; quantitative, blood (except reagent strip)	False	5	C5413394;C0392201;C0523658
82950	CPT	Glucose; post glucose dose (includes glucose)	False	5	C0373621
82951	CPT	Glucose; tolerance test (GTT), 3 specimens (includes glucose)	False	5	C5413396;C5413395;C0373622
83718	CPT	Lipoprotein, direct measurement; high density cholesterol (HDL cholesterol)	False	5	C0392885
84478	CPT	Triglycerides	False	5	C0202236
86890	CPT	Autologous blood or component, collection processing and storage; predeposited	False	6	C5413704;C3525871;C0398307;C0373961
86891	CPT	Autologous blood or component, collection processing and storage; intra- or postoperative salvage	False	8	C5413705;C5413706;C5413707;C5413708;C3516487;C0373962
86927	CPT	Fresh frozen plasma, thawing, each unit	False	5	C3516492;C5413723;C0373972
86930	CPT	Frozen blood, each unit; freezing (includes preparation)	False	5	C3516493;C5413724;C0373973
86931	CPT	Frozen blood, each unit; thawing	False	5	C5413725;C3516494;C0373974
86932	CPT	Frozen blood, each unit; freezing (includes preparation) and thawing	False	5	C3516495;C5413726;C0373975
86945	CPT	Irradiation of blood product, each unit	False	5	C0200620
86950	CPT	Leukocyte transfusion	False	5	C0086548
86960	CPT	Volume reduction of blood or blood product (eg, red blood cells or platelets), each unit	False	6	C1609549;C3516497;C5413729;C5413728
86965	CPT	Pooling of platelets or other blood products	False	6	C0373978;C3525890;C2097072
86985	CPT	Splitting of blood or blood products, each unit	False	6	C5413762;C0373984;C3516500;C5413763
90612					
90613					
90635					
90637	CPT	Influenza virus vaccine, quadrivalent (qIRV), mRNA; 30 mcg/0.5 mL dosage, for intramuscular use	False	5	C5944836
90638	CPT	Influenza virus vaccine, quadrivalent (qIRV), mRNA; 60 mcg/0.5 mL dosage, for intramuscular use	False	5	C5944837
90653	CPT	Influenza vaccine, inactivated (IIV), subunit, adjuvanted, for intramuscular use	False	5	C3511580;C5696648;C5414799
90655	CPT	Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.25 mL dosage, for intramuscular use	False	5	C4291797;C5696650
90656	CPT	Influenza virus vaccine, trivalent (IIV3), split virus, preservative free, 0.5 mL dosage, for intramuscular use	False	5	C4291798;C5696651
90657	CPT	Influenza virus vaccine, trivalent (IIV3), split virus, 0.25 mL dosage, for intramuscular use	False	5	C4291799;C5696652
90658	CPT	Influenza virus vaccine, trivalent (IIV3), split virus, 0.5 mL dosage, for intramuscular use	False	5	C5696653;C4291800
90660	CPT	Influenza virus vaccine, trivalent, live (LAIV3), for intranasal use	False	5	C4051836;C5696654
90661	CPT	Influenza virus vaccine, trivalent (ccIIV3), derived from cell cultures, subunit, antibiotic free, 0.5 mL dosage, for intramuscular use	False	5	C1964063;C5944832
90662	CPT	Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use	False	5	C1964064;C5696659
90670	CPT	Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use	False	5	C2724349;C5700427
90671	CPT	Pneumococcal conjugate vaccine, 15 valent (PCV15), for intramuscular use	False	5	C5691554
90672	CPT	Influenza virus vaccine, quadrivalent, live (LAIV4), for intranasal use	False	5	C4051835;C5414818
90673	CPT	Influenza virus vaccine, trivalent (RIV3), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use	False	5	C3702513;C5414820;C5696658
90674	CPT	Influenza virus vaccine, quadrivalent (ccIIV4), derived from cell cultures, subunit, preservative and antibiotic free, 0.5 mL dosage, for intramuscular use	False	5	C4291801;C5696656
90677	CPT	Pneumococcal conjugate vaccine, 20 valent (PCV20), for intramuscular use	False	5	C5691555
90682	CPT	Influenza virus vaccine, quadrivalent (RIV4), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use	False	5	C4301942;C5696666
90684	CPT	Pneumococcal conjugate vaccine, 21 valent (PCV21), for intramuscular use	False	5	C5944834
90685	CPT	Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.25 mL dosage, for intramuscular use	False	5	C4291802;C5696667
90686	CPT	Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use	False	5	C4291803;C5696668
90687	CPT	Influenza virus vaccine, quadrivalent (IIV4), split virus, 0.25 mL dosage, for intramuscular use	False	5	C4291804;C5696669
90688	CPT	Influenza virus vaccine, quadrivalent (IIV4), split virus, 0.5 mL dosage, for intramuscular use	False	5	C4291805;C5696670
90689	CPT	Influenza virus vaccine, quadrivalent (IIV4), inactivated, adjuvanted, preservative free, 0.25 mL dosage, for intramuscular use	False	5	C5696671;C4732390
90694	CPT	Influenza virus vaccine, quadrivalent (aIIV4), inactivated, adjuvanted, preservative free, 0.5 mL dosage, for intramuscular use	False	5	C5202239;C5696672
90695	CPT	Influenza virus vaccine, H5N8, derived from cell cultures, adjuvanted, for intramuscular use	False	5	C5944833
90732	CPT	Pneumococcal polysaccharide vaccine, 23-valent (PPSV23), adult or immunosuppressed patient dosage, when administered to individuals 2 years or older, for subcutaneous or intramuscular use	False	6	C5696683;C5414851;C5414850;C0374122
90739	CPT	Hepatitis B vaccine (HepB), CpG-adjuvanted, adult dosage, 2 dose or 4 dose schedule, for intramuscular use	False	6	C5702325;C3511582;C5702326
90740	CPT	Hepatitis B vaccine (HepB), dialysis or immunosuppressed patient dosage, 3 dose schedule, for intramuscular use	False	6	C5696691;C5414858;C5414857;C0918229
90743	CPT	Hepatitis B vaccine (HepB), adolescent, 2 dose schedule, for intramuscular use	False	5	C5696692;C0918230
90744	CPT	Hepatitis B vaccine (HepB), pediatric/adolescent dosage, 3 dose schedule, for intramuscular use	False	6	C5696693;C0374127;C5414860;C5414861
90746	CPT	Hepatitis B vaccine (HepB), adult dosage, 3 dose schedule, for intramuscular use	False	5	C5696694;C0374129
90747	CPT	Hepatitis B vaccine (HepB), dialysis or immunosuppressed patient dosage, 4 dose schedule, for intramuscular use	False	6	C5696696;C5414864;C5414863;C0374130
90749	CPT	Unlisted vaccine/toxoid	False	6	C5696699;C5414866;C5414867;C0374131
90756	CPT	Influenza virus vaccine, quadrivalent (ccIIV4), derived from cell cultures, subunit, antibiotic free, 0.5 mL dosage, for intramuscular use	False	5	C4523607;C5696657
90759	CPT	Hepatitis B vaccine (HepB), 3-antigen (S, Pre-S1, Pre-S2), 10 mcg dosage, 3 dose schedule, for intramuscular use	False	5	C5696695;C5691558
90901	CPT	Biofeedback training by any modality	False	5	C0204634;C0871664
90912	CPT	Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; initial 15 minutes of one-on-one physician or other qualified health care professional contact with the patient	False	28	C5414898;C5414901;C5414903;C5414889;C5414902;C5202244;C5202243;C5414883;C5414884;C5414886;C5414893;C5414896;C5414906;C5414885;C5414888;C5414891;C5414894;C5414895;C5414897;C5414899;C5414904;C5414905;C5414887;C5414890;C5414892
90913	CPT	Biofeedback training, perineal muscles, anorectal or urethral sphincter, including EMG and/or manometry, when performed; each additional 15 minutes of one-on-one physician or other qualified health care professional contact with the patient (List separately in addition to code for primary procedure)	False	16	C5414908;C5414909;C5414911;C5414917;C5414912;C5414915;C5414918;C5696716;C5202257;C5414910;C5414913;C5414907;C5414914;C5414916
91110	CPT	Gastrointestinal tract imaging, intraluminal (eg, capsule endoscopy), esophagus through ileum, with interpretation and report	False	5	C1314125;C3704003;C5414957
91111	CPT	Gastrointestinal tract imaging, intraluminal (eg, capsule endoscopy), esophagus with interpretation and report	False	5	C5414958;C3704004;C1740482
91304	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, recombinant spike protein nanoparticle, saponin-based adjuvant, 5 mcg/0.5 mL dosage, for intramuscular use	False	5	C5691553;C5696640
91318	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 3 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use	False	5	C5852108
91319	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 10 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use	False	5	C5852109
91320	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, 30 mcg/0.3 mL dosage, tris-sucrose formulation, for intramuscular use	False	5	C5852110
91321	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, 25 mcg/0.25 mL dosage, for intramuscular use	False	5	C5852111
91322	CPT	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, 50 mcg/0.5 mL dosage, for intramuscular use	False	5	C5852112
91323					
92132	CPT	Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), anterior segment, with interpretation and report, unilateral or bilateral	False	8	C2939303;C5696778;C5944842;C5944839;C5944840;C5944841
92133	CPT	Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; optic nerve	False	8	C2939304;C5696779;C5944844;C5944847;C5944846;C5944845
92134	CPT	Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; retina	False	8	C5696780;C2939305;C5944851;C5944848;C5944849;C5944850
92137	CPT	Computerized ophthalmic diagnostic imaging (eg, optical coherence tomography [OCT]), posterior segment, with interpretation and report, unilateral or bilateral; retina, including OCT angiography	False	8	C5944854;C5944856;C5944852;C5944857;C5944853;C5944855
92227	CPT	Imaging of retina for detection or monitoring of disease; with remote clinical staff review and report, unilateral or bilateral	False	8	C5414991;C2939306;C5414989;C5696784;C5414990;C5414988
92228	CPT	Imaging of retina for detection or monitoring of disease; with remote physician or other qualified health care professional interpretation and report, unilateral or bilateral	False	8	C2939307;C5414993;C5414994;C5414995;C5696785;C5414996
92229	CPT	Imaging of retina for detection or monitoring of disease; point-of-care autonomous analysis and report, unilateral or bilateral	False	8	C5702333;C5702334;C5702336;C5702335;C5414997;C5414998
92507	CPT	Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual	False	7	C5415038;C0374250;C3516880;C5415040;C5415039
92508	CPT	Treatment of speech, language, voice, communication, and/or auditory processing disorder; group, 2 or more individuals	False	7	C5696813;C5415041;C5415042;C5415043;C0374251
92520	CPT	Laryngeal function studies (ie, aerodynamic testing and acoustic testing)	False	5	C5696815;C0199432
92521	CPT	Evaluation of speech fluency (eg, stuttering, cluttering)	False	5	C5696816;C3702514
92522	CPT	Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)	False	5	C3702515
92523	CPT	Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)	False	5	C3702516;C3709158
92524	CPT	Behavioral and qualitative analysis of voice and resonance	False	5	C5696817;C3702517
92526	CPT	Treatment of swallowing dysfunction and/or oral function for feeding	False	7	C5696818;C3526665;C2121152;C3526664;C0374254
92597	CPT	Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech	False	7	C5696867;C3526674;C3526676;C3526675;C0374267
92607	CPT	Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient; first hour	False	5	C1144725;C5696871;C5415092
92608	CPT	Evaluation for prescription for speech-generating augmentative and alternative communication device, face-to-face with the patient; each additional 30 minutes (List separately in addition to code for primary procedure)	False	5	C1144726;C5696872;C5415093
92609	CPT	Therapeutic services for the use of speech-generating device, including programming and modification	False	5	C1144727;C5696873;C5415094
92610	CPT	Evaluation of oral and pharyngeal swallowing function	False	5	C1144728;C3516936
92611	CPT	Motion fluoroscopic evaluation of swallowing function by cine or video recording	False	6	C1144729;C3526680;C5696874;C3516937
92612	CPT	Flexible endoscopic evaluation of swallowing by cine or video recording	False	6	C5415095;C1144730;C3704010;C5415096
92614	CPT	Flexible endoscopic evaluation, laryngeal sensory testing by cine or video recording	False	6	C5415099;C1144780;C3516940;C5415100
92616	CPT	Flexible endoscopic evaluation of swallowing and laryngeal sensory testing by cine or video recording	False	6	C3516942;C1144732;C5415104;C5415103
92974	CPT	Transcatheter placement of radiation delivery device for subsequent coronary intravascular brachytherapy (List separately in addition to code for primary procedure)	False	5	C5696904;C0973347;C3526708
93303	CPT	Transthoracic echocardiography for congenital cardiac anomalies; complete	False	5	C5696954;C0519171
93304	CPT	Transthoracic echocardiography for congenital cardiac anomalies; follow-up or limited study	False	6	C5696955;C5415324;C5415325;C0519172
93306	CPT	Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography	False	6	C5415326;C5415327;C2366742;C5696956
93307	CPT	Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, without spectral or color Doppler echocardiography	False	6	C0519173;C5415329;C5415328;C0013516
93308	CPT	Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, follow-up or limited study	False	8	C5696957;C0519174;C5415330;C5415332;C5415331;C5415333
93320	CPT	Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete	False	7	C5415345;C5696966;C0520400;C5415343;C5415344
93321	CPT	Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); follow-up or limited study (List separately in addition to codes for echocardiographic imaging)	False	10	C5415348;C5415351;C5696967;C5415347;C5415349;C5415350;C5415346;C0520401
93325	CPT	Doppler echocardiography color flow velocity mapping (List separately in addition to codes for echocardiography)	False	5	C2022193;C0474781;C5696968
93356	CPT	Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging)	False	5	C5202292;C5202294;C5202293
93797	CPT	Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session)	False	6	C5697041;C3526866;C5415490;C0199540
93798	CPT	Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session)	False	6	C5415492;C5697042;C5415491;C0199541
93880	CPT	Duplex scan of extracranial arteries; complete bilateral study	False	5	C5415495;C5697044;C0374346
93882	CPT	Duplex scan of extracranial arteries; unilateral or limited study	False	6	C3526869;C3526868;C5697045;C0374347
93886	CPT	Transcranial Doppler study of the intracranial arteries; complete study	False	5	C0203387;C5697046;C5415496
93888	CPT	Transcranial Doppler study of the intracranial arteries; limited study	False	5	C0203388;C2061932;C5697047
93892	CPT	Transcranial Doppler study of the intracranial arteries; emboli detection without intravenous microbubble injection	False	5	C5697049;C1504189;C2145231
93893	CPT	Transcranial Doppler study of the intracranial arteries; venous-arterial shunt detection with intravenous microbubble injection	False	5	C1504190;C5944859
93896	CPT	Vasoreactivity study performed with transcranial Doppler study of intracranial arteries, complete (List separately in addition to code for primary procedure)	False	5	C5944860;C5944861
93897	CPT	Emboli detection without intravenous microbubble injection performed with transcranial Doppler study of intracranial arteries, complete (List separately in addition to code for primary procedure)	False	5	C5944862;C5944863
93898	CPT	Venous-arterial shunt detection with intravenous microbubble injection performed with transcranial Doppler study of intracranial arteries, complete (List separately in addition to code for primary procedure)	False	5	C5944864;C5944865
93922	CPT	Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries, (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus bidirectional, Doppler waveform recording and analysis at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus volume plethysmography at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries with, transcutaneous oxygen tension measurement at 1-2 levels)	False	6	C2939333;C3526871;C5697052;C3526872
93923	CPT	Complete bilateral noninvasive physiologic studies of upper or lower extremity arteries, 3 or more levels (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental blood pressure measurements with bidirectional Doppler waveform recording and analysis, at 3 or more levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental volume plethysmography at 3 or more levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental transcutaneous oxygen tension measurements at 3 or more levels), or single level study with provocative functional maneuvers (eg, measurements with postural provocative tests, or measurements with reactive hyperemia)	False	6	C2939334;C5415500;C5697053;C5415499
93924	CPT	Noninvasive physiologic studies of lower extremity arteries, at rest and following treadmill stress testing, (ie, bidirectional Doppler waveform or volume plethysmography recording and analysis at rest with ankle/brachial indices immediately after and at timed intervals following performance of a standardized protocol on a motorized treadmill plus recording of time of onset of claudication or other symptoms, maximal walking time, and time to recovery) complete bilateral study	False	5	C5415501;C2939335;C5697054
93925	CPT	Duplex scan of lower extremity arteries or arterial bypass grafts; complete bilateral study	False	6	C0374351;C5697055;C5415503;C5415502
93926	CPT	Duplex scan of lower extremity arteries or arterial bypass grafts; unilateral or limited study	False	8	C5697056;C3526879;C3526878;C5415505;C5415504;C0374352
93930	CPT	Duplex scan of upper extremity arteries or arterial bypass grafts; complete bilateral study	False	6	C0374353;C5415507;C5697057;C5415506
93931	CPT	Duplex scan of upper extremity arteries or arterial bypass grafts; unilateral or limited study	False	8	C0374354;C3526883;C5697058;C3526882;C5415508;C5415509
93970	CPT	Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study	False	5	C0374356;C5415510;C5697059
93971	CPT	Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study	False	6	C5697060;C0374357;C5415512;C5415511
